Instrument,Company,CurrencyCode,ISIN,MinTradedQty,MarketName,MarketH
KELYA,"Kelly Services, Inc.",USD,US4881522084,2,NASDAQ,1:30 pm to 8:00 pm
KENDR,Kendrion NV,EUR,NL0000852531,0.1,Euronext Netherlands,7:00 am to 3:30 pm
KEP,Korea Electric Power Corporation,USD,US5006311063,1,NYSE,1:30 pm to 8:00 pm
KEQU,Kewaunee Scientific Corporation,USD,US4928541048,1,NASDAQ,1:30 pm to 8:00 pm
KER,Kering SA,EUR,FR0000121485,0.001,Euronext Paris,7:00 am to 3:30 pm
KERN,Akerna Corporation,USD,US00973W1027,1,NASDAQ,1:30 pm to 8:00 pm
KETL,Strix Group plc,GBX,IM00BF0FMG91,0.1,LSE AIM,7:01 am to 3:30 pm
KEY,KeyCorp,USD,US4932671088,0.1,NYSE,1:30 pm to 8:00 pm
KEYS,"Keysight Technologies, Inc.",USD,US49338L1035,0.01,NYSE,1:30 pm to 8:00 pm
KFRC,"Kforce, Inc.",USD,US4937321010,0.02,NASDAQ,1:30 pm to 8:00 pm
KFY,Korn/Ferry International,USD,US5006432000,2,NYSE,1:30 pm to 8:00 pm
KGF,Kingfisher PLC,GBX,GB0033195214,0.1,London Stock Exchange,7:01 am to 3:30 pm
KGX,KION Group AG,EUR,DE000KGX8881,2,Deutsche Börse Xetra,7:00 am to 3:30 pm
KHC,Kraft Heinz Co,USD,US5007541064,0.01,NASDAQ,1:30 pm to 8:00 pm
KIDS,OrthoPediatrics Corp,USD,US68752L1008,1,NASDAQ,1:30 pm to 8:00 pm
KIE,Kier Group PLC,GBX,GB0004915632,1,London Stock Exchange,7:01 am to 3:30 pm
KIM,Kimco Realty,USD,US49446R1095,0.1,NYSE,1:30 pm to 8:00 pm
KKR,"KKR & Co, Inc.",USD,US48251W1045,0.01,NYSE,1:30 pm to 8:00 pm
KL,Kirkland Lake Gold Ltd.,USD,CA49741E1007,0.01,NYSE,1:30 pm to 8:00 pm
KLAC,KLA Corporation,USD,US4824801009,0.001,NASDAQ,1:30 pm to 8:00 pm
KLIC,Kulicke and Soffa Industries Inc,USD,US5012421013,1,NASDAQ,1:30 pm to 8:00 pm
KLR,Keller Group PLC,GBX,GB0004866223,0.1,London Stock Exchange,7:01 am to 3:30 pm
KLWD,WisdomTree Cloud Computing UCITS ETF - USD Acc,GBX,IE00BJGWQN72,0.01,London Stock Exchange,7:01 am to 3:30 pm
KMB,Kimberly-Clark,USD,US4943681035,0.001,NYSE,1:30 pm to 8:00 pm
KMI,Kinder Morgan,USD,US49456B1017,0.01,NYSE,1:30 pm to 8:00 pm
KMPR,Kemper Corporation,USD,US4884011002,1,NYSE,1:30 pm to 8:00 pm
KMX,Carmax Inc.,USD,US1431301027,2,NYSE,1:30 pm to 8:00 pm
KNDI,Kandi Technologies Group Inc.,USD,US4837091010,0.1,NASDAQ,1:30 pm to 8:00 pm
KNIN,Kuehne + Nagel International AG,CHF,CH0025238863,0.01,SIX Swiss,7:00 am to 3:30 pm
KNOS,Kainos Group PLC,GBX,GB00BZ0D6727,0.1,London Stock Exchange,7:01 am to 3:30 pm
KNSA,Kiniksa Pharmaceuticals Ltd.,USD,BMG5269C1010,1,NASDAQ,1:30 pm to 8:00 pm
KNSL,"Kinsale Capital Group, Inc.",USD,US49714P1084,1,NASDAQ,1:30 pm to 8:00 pm
KO,The Coca Cola Co.,USD,US1912161007,0.01,NYSE,1:30 pm to 8:00 pm
KOD,"Kodiak Sciences, Inc.",USD,US50015M1099,1,NASDAQ,1:30 pm to 8:00 pm
KOD,Kodal Minerals PLC,GBX,GB00BH3X7Y70,1000,LSE AIM,7:01 am to 3:30 pm
KODK,Eastman Kodak Co,USD,US2774614067,0.1,NYSE,1:30 pm to 8:00 pm
KOO,Kooth plc,GBX,GB00BMCZLK30,1,LSE AIM,7:00 am to 3:45 pm
KOPN,Kopin Corporation,USD,US5006001011,0.1,NASDAQ,1:30 pm to 8:00 pm
KOS,Kosmos Energy Ltd.,USD,US5006881065,0.5,NYSE,1:30 pm to 8:00 pm
KPN,Koninklijke KPN NV,EUR,NL0000009082,0.1,Euronext Netherlands,7:00 am to 3:30 pm
KPTI,"Karyopharm Therapeutics, Inc.",USD,US48576U1060,0.01,NASDAQ,1:30 pm to 8:00 pm
KR,Kroger Co.,USD,US5010441013,0.01,NYSE,1:30 pm to 8:00 pm
KRMD,"Repro-Med Systems, Inc.",USD,US7599101026,1,NASDAQ,1:30 pm to 8:00 pm
KRN,Krones AG,EUR,DE0006335003,2,Deutsche Börse Xetra,7:00 am to 3:30 pm
KRTX,"Karuna Therapeutics, Inc.",USD,US48576A1007,1,NASDAQ,1:30 pm to 8:00 pm
KRUS,"Kura Sushi USA, Inc.",USD,US5012701026,1,NASDAQ,1:30 pm to 8:00 pm
KRYS,"Krystal Biotech, Inc.",USD,US5011471027,1,NASDAQ,1:30 pm to 8:00 pm
KSB3,KSB AG,EUR,DE0006292030,2,Deutsche Börse Xetra,7:00 am to 3:30 pm
KSS,Kohl's Corp.,USD,US5002551043,0.01,NYSE,1:30 pm to 8:00 pm
KSU,Kansas City Southern,USD,US4851703029,1,NYSE,1:30 pm to 8:00 pm
KTB,Kontoor Brands Inc,USD,US50050N1037,2,NYSE,1:30 pm to 8:00 pm
KTOV,Kitov Pharma Ltd. - ADR,USD,US49803V2060,1,NON-ISA NASDAQ,1:30 pm to 8:00 pm
KU2,KUKA AG,EUR,DE0006204407,0.01,Deutsche Börse Xetra,7:00 am to 3:30 pm
KURA,"Kura Oncology, Inc.",USD,US50127T1097,1,NASDAQ,1:30 pm to 8:00 pm
KVHI,"KVH Industries, Inc.",USD,US4827381017,2,NASDAQ,1:30 pm to 8:00 pm
KW,"Kennedy-Wilson Holdings, Inc.",USD,US4893981070,1,NYSE,1:30 pm to 8:00 pm
KWS,KWS Saat SE,EUR,DE0007074007,2,Deutsche Börse Xetra,7:00 am to 3:30 pm
KWS,Keywords Studios PLC,GBX,GB00BBQ38507,0.1,LSE AIM,7:01 am to 3:30 pm
KYMR,"Kymera Therapeutics, Inc.",USD,US5015751044,1,NASDAQ,1:30 pm to 8:00 pm
KZIA,Kazia Therapeutics Ltd. - ADR,USD,US48669G1058,1,NASDAQ,1:30 pm to 8:00 pm
L,Loews Corp.,USD,US5404241086,2,NYSE,1:30 pm to 8:00 pm
LABU,Direxion Daily S&P Biotech Bull 3x,USD,US25490K3234,2,NYSE,1:30 pm to 8:00 pm
LAC,Lithium Americas Corp.,USD,CA53680Q2071,0.1,NYSE,1:30 pm to 8:00 pm
LAD,"Lithia Motors, Inc.",USD,US5367971034,0.001,NYSE,1:30 pm to 8:00 pm
LADR,Ladder Capital Corp,USD,US5057431042,0.1,NYSE,1:30 pm to 8:00 pm
LAKE,"Lakeland Industries, Inc.",USD,US5117951062,0.01,NASDAQ,1:30 pm to 8:00 pm
LAM,Lamprell PLC,GBX,GB00B1CL5249,1,London Stock Exchange,7:01 am to 3:30 pm
LAND,Gladstone Land Corp.,USD,US3765491010,0.01,NASDAQ,1:30 pm to 8:00 pm
LAND,Land Securities Group PLC,GBX,GB00BYW0PQ60,0.1,London Stock Exchange,7:01 am to 3:30 pm
LASR,Nlight Inc,USD,US65487K1007,1,NASDAQ,1:30 pm to 8:00 pm
LAUR,"Laureate Education, Inc.",USD,US5186132032,0.01,NASDAQ,1:30 pm to 8:00 pm
LAZ,Lazard Ltd.,USD,BMG540501027,0.01,NYSE,1:30 pm to 8:00 pm
LB,L Brands Inc.,USD,US5017971046,2,NYSE,1:30 pm to 8:00 pm
LBRA,Lyxor MSCI Brazil UCITS ETF - Acc,EUR,LU1900066207,1,Deutsche Börse Xetra,7:00 am to 3:30 pm
LBRDA,Liberty Broadband Corporation - Class A,USD,US5303071071,1,NASDAQ,1:30 pm to 8:00 pm
LBRDK,Liberty Broadband Corporation - Class C,USD,US5303073051,1,NASDAQ,1:30 pm to 8:00 pm
LBTYA,Liberty Global Plc Class A,USD,GB00B8W67662,0.1,NASDAQ,1:30 pm to 8:00 pm
LBTYK,Liberty Global Class C,USD,GB00B8W67B19,2,NASDAQ,1:30 pm to 8:00 pm
LCA,"Landcadia Holdings II, Inc.",USD,US51476X1054,0.01,NASDAQ,1:30 pm to 8:00 pm
LCRP,SPDR Barclays 10+ Year U.S. Corporate Bond ETF,GBP,IE00BZ0G8860,0.01,London Stock Exchange,7:01 am to 3:30 pm
LCTR,Lyxor Commodities Thomson Reuters/CoreCommodity CRB EX-Energy TR UCITS ETF - Acc,EUR,LU1829218582,0.1,Deutsche Börse Xetra,7:00 am to 3:30 pm
LCUK,Lyxor Core Morningstar UK NT (DR) UCITS ETF - Dist,GBP,LU1781541096,0.1,London Stock Exchange,7:01 am to 3:30 pm
LDOS,"Leidos Holdings, Inc.",USD,US5253271028,0.01,NYSE,1:30 pm to 8:00 pm
LECO,"Lincoln Electric Holdings, Inc.",USD,US5339001068,2,NASDAQ,1:30 pm to 8:00 pm
LEG,LEG Immobilien AG,EUR,DE000LEG1110,2,Deutsche Börse Xetra,7:00 am to 3:30 pm
LEG,"Leggett & Platt, Inc.",USD,US5246601075,0.01,NYSE,1:30 pm to 8:00 pm
LEI,Leifheit AG,EUR,DE0006464506,2,Deutsche Börse Xetra,7:00 am to 3:30 pm
LEJU,Leju Holdings Ltd - ADR,USD,US50187J1088,1,NON-ISA NYSE,1:30 pm to 8:00 pm
LEN,Lennar Corp.,USD,US5260571048,2,NYSE,1:30 pm to 8:00 pm
LEO,Leoni AG,EUR,DE0005408884,0.1,Deutsche Börse Xetra,7:00 am to 3:30 pm
LESG,Lyxor MSCI EM ESG Trend Leaders UCITS ETF - Acc,GBP,LU1769088581,1,London Stock Exchange,7:01 am to 3:30 pm
LESG,Lyxor MSCI EM ESG Trend Leaders UCITS ETF - Acc,EUR,LU1769088581,1,Deutsche Börse Xetra,7:00 am to 3:30 pm
LEVI,Levi Strauss & Co Class A,USD,US52736R1023,0.01,NYSE,1:30 pm to 8:00 pm
LFAC,LF Capital Acquisition Corp,USD,US50200K1088,1,NASDAQ,1:30 pm to 8:00 pm
LFUS,Littelfuse Inc,USD,US5370081045,2,NASDAQ,1:30 pm to 8:00 pm
LGAG,L&G Asia Pacific ex Japan Equity UCITS ETF USD Accumulating,GBX,IE00BFXR5W90,0.1,London Stock Exchange,7:01 am to 3:30 pm
LGAP,L&G Asia Pacific ex Japan Equity UCITS ETF USD Accumulating,USD,IE00BFXR5W90,0.1,London Stock Exchange,7:01 am to 3:30 pm
LGC,Legacy Acquisition Corp.,USD,US5246431036,1,NYSE,1:30 pm to 8:00 pm
LGEG,L&G Europe ex UK Equity UCITS ETF EUR Accumulating,GBX,IE00BFXR5V83,0.1,London Stock Exchange,7:01 am to 3:30 pm
LGEN,Legal & General Group PLC,GBX,GB0005603997,0.1,London Stock Exchange,7:01 am to 3:30 pm
LGEU,L&G Europe ex UK Equity UCITS ETF EUR Accumulating,EUR,IE00BFXR5V83,1,Euronext Netherlands,7:00 am to 3:30 pm
LGEU,L&G Europe ex UK Equity UCITS ETF EUR Accumulating,EUR,IE00BFXR5V83,1,London Stock Exchange,7:01 am to 3:30 pm
LGFb,Lions Gate Entertainment Corp. Class B,USD,CA5359195008,2,NYSE,1:30 pm to 8:00 pm
LGGG,L&G Global Equity UCITS ETF USD Accumulating,GBX,IE00BFXR5S54,0.1,London Stock Exchange,7:01 am to 3:30 pm
LGGL,L&G Global Equity UCITS ETF USD Accumulating,USD,IE00BFXR5S54,1,London Stock Exchange,7:01 am to 3:30 pm
LGGL,L&G Global Equity UCITS ETF USD Accumulating,EUR,IE00BFXR5S54,1,Euronext Netherlands,7:00 am to 3:30 pm
LGJG,L&G Japan Equity UCITS ETF USD Accumulating,GBX,IE00BFXR5T61,0.1,London Stock Exchange,7:01 am to 3:30 pm
LGJP,L&G Japan Equity UCITS ETF USD Accumulating,USD,IE00BFXR5T61,0.1,London Stock Exchange,7:01 am to 3:30 pm
LGJP,L&G Japan Equity UCITS ETF USD Accumulating,EUR,IE00BFXR5T61,0.1,Euronext Netherlands,7:00 am to 3:30 pm
LGND,"Ligand Pharmaceuticals, Inc.",USD,US53220K5048,1,NASDAQ,1:30 pm to 8:00 pm
LGQM,Lyxor Pan Africa UCITS ETF - Acc,EUR,LU1287022708,0.1,Deutsche Börse Xetra,7:00 am to 3:30 pm
LH,LabCorp,USD,US50540R4092,2,NYSE,1:30 pm to 8:00 pm
LHA,Deutsche Lufthansa AG,EUR,DE0008232125,0.01,Deutsche Börse Xetra,7:00 am to 3:30 pm
LHCG,"LHC Group, Inc.",USD,US50187A1079,1,NASDAQ,1:30 pm to 8:00 pm
LHN,LafargeHolcim Ltd.,CHF,CH0012214059,0.01,SIX Swiss,7:00 am to 3:30 pm
LHX,"L3Harris Technologies, Inc.",USD,US5024311095,0.01,NYSE,1:30 pm to 8:00 pm
LI,"Li Auto, Inc. - ADR",USD,US50202M1027,0.01,NON-ISA NASDAQ,1:30 pm to 8:00 pm
LIGHT,Philips Lighting NV,EUR,NL0011821392,0.01,Euronext Netherlands,7:00 am to 3:30 pm
LILA,Liberty Latin America Ltd. Class A,USD,BMG9001E1021,1,NASDAQ,1:30 pm to 8:00 pm
LILAK,Liberty Latin America Ltd. Class C,USD,BMG9001E1286,1,NASDAQ,1:30 pm to 8:00 pm
LIN,Linde PLC,USD,IE00BZ12WP82,0.001,NYSE,1:30 pm to 8:00 pm
LIN,Linde PLC,EUR,IE00BZ12WP82,0.001,Deutsche Börse Xetra,7:00 am to 3:30 pm
LIO,Liontrust Asset Management PLC,GBX,GB0007388407,0.1,London Stock Exchange,7:01 am to 3:30 pm
LISN,Chocoladefabriken Lindt & Sprungli AG,CHF,CH0010570759,5.0E-5,SIX Swiss,7:00 am to 3:30 pm
LITE,"Lumentum Holdings, Inc.",USD,US55024U1097,0.01,NASDAQ,1:30 pm to 8:00 pm
LIVN,LivaNova PLC,USD,GB00BYMT0J19,1,NASDAQ,1:30 pm to 8:00 pm
LIZI,Lizhi Inc - ADR,USD,US53933L1044,1,NON-ISA NASDAQ,1:30 pm to 8:00 pm
LK,Luckin Coffee Inc.,USD,US54951L1098,1,NON-ISA NASDAQ,1:30 pm to 8:00 pm
LKFN,Lakeland Financial Corporation,USD,US5116561003,1,NASDAQ,1:30 pm to 8:00 pm
LKOR,Lyxor MSCI Korea UCITS ETF - Acc,EUR,LU1900066975,2,Deutsche Börse Xetra,7:00 am to 3:30 pm
LLEX,"Lilis Energy, Inc.",USD,US5324032011,1,NYSE,1:30 pm to 8:00 pm
LLNW,"Limelight Networks, Inc.",USD,US53261M1045,0.1,NASDAQ,1:30 pm to 8:00 pm
LLOY,Lloyds Banking Group PLC,GBX,GB0008706128,1,London Stock Exchange,7:01 am to 3:30 pm
LLY,Eli Lilly and Company,USD,US5324571083,0.001,NYSE,1:30 pm to 8:00 pm
LM,Legg Mason,USD,US5249011058,2,NYSE,1:30 pm to 8:00 pm
LMAT,"LeMaitre Vascular, Inc.",USD,US5255582018,1,NASDAQ,1:30 pm to 8:00 pm
LMND,"Lemonade, Inc.",USD,US52567D1072,0.01,NYSE,1:30 pm to 8:00 pm
LMNX,Luminex Corporation,USD,US55027E1029,1,NASDAQ,1:30 pm to 8:00 pm
LMP,LondonMetric Property PLC,GBX,GB00B4WFW713,0.1,London Stock Exchange,7:01 am to 3:30 pm
LMRK,Landmark Infrastructure Part,USD,US51508J1088,1,NASDAQ,1:30 pm to 8:00 pm
LMT,Lockheed Martin Corporation,USD,US5398301094,0.001,NYSE,1:30 pm to 8:00 pm
LNC,Lincoln National,USD,US5341871094,2,NYSE,1:30 pm to 8:00 pm
LNSX,Sixt Leasing SE,EUR,DE000A0DPRE6,2,Deutsche Börse Xetra,7:00 am to 3:30 pm
LNT,Alliant Energy Corporation,USD,US0188021085,1,NASDAQ,1:30 pm to 8:00 pm
LNTH,"Lantheus Holdings, Inc.",USD,US5165441032,1,NASDAQ,1:30 pm to 8:00 pm
LOAC,Longevity Acquisition Corporation,USD,VGG563721320,1,NASDAQ,1:30 pm to 8:00 pm
LOB,"Live Oak Bancshares, Inc.",USD,US53803X1054,1,NASDAQ,1:30 pm to 8:00 pm
LOCK,iShares Digital Security UCITS ETF USD - Dist,USD,IE00BG0J4C88,1,London Stock Exchange,7:01 am to 3:30 pm
LOCO,"El Pollo Loco Holdings, Inc.",USD,US2686031079,1,NASDAQ,1:30 pm to 8:00 pm
LOGI,Logitech International S.A.,USD,CH0025751329,0.01,NASDAQ,1:30 pm to 8:00 pm
LOGM,Integra LifeSciences Holdings Corporation,USD,US4579852082,1,NASDAQ,1:30 pm to 8:00 pm
LONN,Lonza Group AG,CHF,CH0013841017,0.002,SIX Swiss,7:00 am to 3:30 pm
LOOK,Lookers PLC,GBX,GB00B17MMZ46,1,London Stock Exchange,7:01 am to 3:30 pm
LORL,"Loral Space and Communications, Inc.",USD,US5438811060,0.01,NASDAQ,1:30 pm to 8:00 pm
LOW,Lowe’s Companies Inc,USD,US5486611073,0.01,NYSE,1:30 pm to 8:00 pm
LPCN,"Lipocine, Inc.",USD,US53630X1046,0.1,NASDAQ,1:30 pm to 8:00 pm
LPK,LPKF Laser & Electronics AG,EUR,DE0006450000,0.01,Deutsche Börse Xetra,7:00 am to 3:30 pm
LPSN,"LivePerson, Inc.",USD,US5381461012,0.01,NASDAQ,1:30 pm to 8:00 pm
LQ,iShares iBoxx $ IG Corporate Bond,USD,US4642872422,1,NYSE,1:30 pm to 8:00 pm
LQDE,iShares $ Corp Bond UCITS ETF USD Dist,USD,IE0032895942,0.01,London Stock Exchange,7:01 am to 3:30 pm
LQDG,iShares USD Corp Bond Int Rate Hedged USD,GBP,IE00BCLWRB83,0.01,London Stock Exchange,7:01 am to 3:30 pm
LQDH,iShares CorpBdInterestRateHgd UCITS ETF EUR(Dist),EUR,IE00B6X2VY59,0.01,London Stock Exchange,7:01 am to 3:30 pm
LQDT,"Liquidity Services, Inc.",USD,US53635B1070,0.1,NASDAQ,1:30 pm to 8:00 pm
LR,Legrand SA,EUR,FR0010307819,0.01,Euronext Paris,7:00 am to 3:30 pm
LRCX,Lam Research,USD,US5128071082,0.001,NASDAQ,1:30 pm to 8:00 pm
LRE,Lancashire Holdings Ltd,GBX,BMG5361W1047,2,London Stock Exchange,7:01 am to 3:30 pm
LRN,K12 Inc.,USD,US48273U1025,1,NYSE,1:30 pm to 8:00 pm
LSCC,Lattice Semiconductor Corporation,USD,US5184151042,0.01,NASDAQ,1:30 pm to 8:00 pm
LSE,London Stock Exchange Group PLC,GBX,GB00B0SWJX34,0.01,London Stock Exchange,7:01 am to 3:30 pm
LSF,"Laird Superfood, Inc.",USD,US50736T1025,1,NYSE,1:30 pm to 8:00 pm
LSL,LSL Property Services PLC,GBX,GB00B1G5HX72,0.1,London Stock Exchange,7:01 am to 3:30 pm
LSTR,"Landstar System, Inc.",USD,US5150981018,1,NASDAQ,1:30 pm to 8:00 pm
LTC,"LTC Properties, Inc",USD,US5021751020,0.01,NYSE,1:30 pm to 8:00 pm
LTG,Learning Technologies Group PLC,GBX,GB00B4T7HX10,1,LSE AIM,7:01 am to 3:30 pm
LTHM,Livent Corporation,USD,US53814L1089,0.1,NYSE,1:30 pm to 8:00 pm
LTM,Latam Airlines Group S.A.,USD,US51817R1068,1,NON-ISA NYSE,1:30 pm to 8:00 pm
LTRN,"Lantern Pharma, Inc.",USD,US51654W1018,1,NASDAQ,1:30 pm to 8:00 pm
LTRPA,"Liberty TripAdvisor Holdings , Inc. - Class A",USD,US5314651028,0.1,NASDAQ,1:30 pm to 8:00 pm
LTRPB,"Liberty TripAdvisor Holdings, Inc. - Class B",USD,US5314652018,0.01,NASDAQ,1:30 pm to 8:00 pm
LTRX,"Lantronix, Inc.",USD,US5165482036,1,NASDAQ,1:30 pm to 8:00 pm
LUCE,Luceco PLC,GBX,GB00BZC0LP49,1,London Stock Exchange,7:01 am to 3:30 pm
LULU,"Lululemon Athletica, Inc",USD,US5500211090,0.001,NASDAQ,1:30 pm to 8:00 pm
LUMN,CenturyLink Inc.,USD,US1567001060,0.1,NYSE,1:30 pm to 8:00 pm
LUMO,Lumos Pharma Inc.,USD,US55028X1090,1,NASDAQ,1:30 pm to 8:00 pm
LUNA,Luna Innovations Incorporated,USD,US5503511009,1,NASDAQ,1:30 pm to 8:00 pm
LUV,Southwest Airlines Co.,USD,US8447411088,0.01,NYSE,1:30 pm to 8:00 pm
LVGO,"Livongo Health, Inc.",USD,US5391831030,0.01,NASDAQ,1:30 pm to 8:00 pm
LVS,Las Vegas Sands Corp,USD,US5178341070,0.01,NYSE,1:30 pm to 8:00 pm
LWDB,Law Debenture Corp PLC/fund,GBX,GB0031429219,0.1,London Stock Exchange,7:01 am to 3:30 pm
LWI,Lowland Investment Company PLC,GBX,GB0005368062,2,London Stock Exchange,7:01 am to 3:30 pm
LX,LexinFintech Holdings Ltd.,USD,US5288771034,0.1,NON-ISA NASDAQ,1:30 pm to 8:00 pm
LXRX,Lexicon Pharmaceuticals Inc.,USD,US5288723027,1,NASDAQ,1:30 pm to 8:00 pm
LXS,LANXESS AG,EUR,DE0005470405,2,Deutsche Börse Xetra,7:00 am to 3:30 pm
LYB,LyondellBasell Industries N.V.,USD,NL0009434992,0.01,NYSE,1:30 pm to 8:00 pm
LYFT,Lyft Inc.,USD,US55087P1049,0.01,NASDAQ,1:30 pm to 8:00 pm
LYMI,Lyxor Bund Daily 2x Leveraged UCITS ETF EUR,EUR,FR0011023654,1,Deutsche Börse Xetra,7:00 am to 3:30 pm
LYMS,Lyxor Nasdaq-100 UCITS ETF - Acc,EUR,LU1829221024,0.02,Deutsche Börse Xetra,7:00 am to 3:30 pm
LYP6,Lyxor Core STOXX Europe 600 (DR) - UCITS ETF Acc,EUR,LU0908500753,1,Deutsche Börse Xetra,7:00 am to 3:30 pm
LYPU,Lyxor Australia S&P/ASX 200,EUR,LU0496786905,0.01,Deutsche Börse Xetra,7:00 am to 3:30 pm
LYQL,Lyxor Daily Shortdax x2,EUR,FR0010869495,1,Deutsche Börse Xetra,7:00 am to 3:30 pm
LYSX,Lyxor EURO STOXX 50 (DR) UCITS ETF - Dist,EUR,FR0007054358,2,Deutsche Börse Xetra,7:00 am to 3:30 pm
LYTR,Lyxor Commodities Thomson Reuters/Core Commodity CRB TR UCITS ETF,EUR,LU1829218749,0.1,Deutsche Börse Xetra,7:00 am to 3:30 pm
LYV,"Live Nation Entertainment, Inc.",USD,US5380341090,0.01,NYSE,1:30 pm to 8:00 pm
LYXINR,Lyxor MSCI India UCITS ETF C-EUR,EUR,FR0010361683,0.1,Deutsche Börse Xetra,7:00 am to 3:30 pm
LYXLVE,Lyxor EURO STOXX 50 Daily 2x Leveraged UCITS ETF - Acc,EUR,FR0010468983,0.05,Deutsche Börse Xetra,7:00 am to 3:30 pm
LYY7,Lyxor DAX (DR),EUR,LU0252633754,2,Deutsche Börse Xetra,7:00 am to 3:30 pm
LYY8,Lyxor Daily LevDAX UCITS ETF - Acc,EUR,LU0252634307,2,Deutsche Börse Xetra,7:00 am to 3:30 pm
LYYG,Lyxor Turkey (DJ Turkey Titans 20),EUR,LU1900067601,0,Deutsche Börse Xetra,7:00 am to 3:30 pm
M,Macy's Inc.,USD,US55616P1049,0.1,NYSE,1:30 pm to 8:00 pm
M0Y,Mynaric AG,EUR,DE000A0JCY11,0.02,Deutsche Börse Xetra,7:00 am to 3:30 pm
M5Z,Manz AG,EUR,DE000A0JQ5U3,2,Deutsche Börse Xetra,7:00 am to 3:30 pm
MA,Mastercard Inc.,USD,US57636Q1040,0.001,NYSE,1:30 pm to 8:00 pm
MAA,"Mid-America Apartment Communities, Inc.",USD,US59522J1034,1,NYSE,1:30 pm to 8:00 pm
MAB,Mitchells & Butlers PLC,GBX,GB00B1FP6H53,0.1,London Stock Exchange,7:01 am to 3:30 pm
MAB1,Mortgage Advice Bureau (Holdings) plc,GBX,GB00BQSBH502,1,LSE AIM,7:01 am to 3:30 pm
MAC,Macerich,USD,US5543821012,0.1,NYSE,1:30 pm to 8:00 pm
MACG,BlackRock ESG Multi-Asset Conservative Portfolio UCITS ETF,GBP,IE00BLP53N06,1,London Stock Exchange,7:01 am to 3:30 pm
MACV,BlackRock ESG Multi-Asset Conservative Portfolio UCITS ETF,EUR,IE00BLP53M98,1,Deutsche Börse Xetra,7:00 am to 3:30 pm
MAGG,BlackRock ESG Multi-Asset Growth Portfolio UCITS ETF,GBP,IE00BLLZQ912,1,London Stock Exchange,7:01 am to 3:30 pm
MAGR,BlackRock ESG Multi-Asset Growth Portfolio UCITS ETF,EUR,IE00BLLZQ805,1,Deutsche Börse Xetra,7:00 am to 3:30 pm
MAGS,Magal Security Systems Ltd.,USD,IL0010829161,1,NASDAQ,1:30 pm to 8:00 pm
MAIN,Main Street Capital Corporation,USD,US56035L1044,0.01,NYSE,1:30 pm to 8:00 pm
MAMG,BlackRock ESG Multi-Asset Moderate Portfolio UCITS ETF,GBP,IE00BLLZQ797,1,London Stock Exchange,7:01 am to 3:30 pm
MAN,ManpowerGroup,USD,US56418H1005,2,NYSE,1:30 pm to 8:00 pm
MAN,MAN SE,EUR,DE0005937007,2,Deutsche Börse Xetra,7:00 am to 3:30 pm
MANH,"Manhattan Associates, Inc.",USD,US5627501092,2,NASDAQ,1:30 pm to 8:00 pm
MANT,ManTech International Corporation,USD,US5645631046,1,NASDAQ,1:30 pm to 8:00 pm
MANU,Manchester United Ltd.,USD,KYG5784H1065,0.01,NYSE,1:30 pm to 8:00 pm
MAP,Mapfre SA,EUR,ES0124244E34,0.1,Bolsa de Madrid,7:00 am to 3:30 pm
MAR,"Marriott International, Inc.",USD,US5719032022,0.001,NASDAQ,1:30 pm to 8:00 pm
MARA,"Marathon Patent Group, Inc.",USD,US56585W4015,1,NASDAQ,1:30 pm to 8:00 pm
MARK,"Remark Holdings, Inc.",USD,US75955K1025,0.5,NASDAQ,1:30 pm to 8:00 pm
MARS,Marston's PLC,GBX,GB00B1JQDM80,1,London Stock Exchange,7:01 am to 3:30 pm
MAS,Masco Corp.,USD,US5745991068,2,NYSE,1:30 pm to 8:00 pm
MASI,"Masimo, Corp.",USD,US5747951003,0.001,NASDAQ,1:30 pm to 8:00 pm
MAT,Mattel Inc.,USD,US5770811025,0.1,NASDAQ,1:30 pm to 8:00 pm
MATW,Matthews International Corporation,USD,US5771281012,1,NASDAQ,1:30 pm to 8:00 pm
MAXR,Maxar Technologies Inc,USD,US57778K1051,0.01,NYSE,1:30 pm to 8:00 pm
MAYS,"J.W. Mays, Inc.",USD,US5784731003,1,NASDAQ,1:30 pm to 8:00 pm
MC,LVMH Louis Vuitton Moet Hennessy SE,EUR,FR0000121014,0.001,Euronext Paris,7:00 am to 3:30 pm
MC,Moelis & Company,USD,US60786M1053,1,NYSE,1:30 pm to 8:00 pm
MCAC,Mountain Crest Acquisition Corp,USD,US62401M1062,1,NASDAQ,1:30 pm to 8:00 pm
MCB,McBride PLC,GBX,GB0005746358,1,London Stock Exchange,7:01 am to 3:30 pm
MCD,McDonald's Corp.,USD,US5801351017,0.001,NYSE,1:30 pm to 8:00 pm
MCHP,Microchip Technology,USD,US5950171042,0.01,NASDAQ,1:30 pm to 8:00 pm
MCHX,"Marchex, Inc.",USD,US56624R1086,1,NASDAQ,1:30 pm to 8:00 pm
MCK,McKesson Corp.,USD,US58155Q1031,1,NYSE,1:30 pm to 8:00 pm
MCKS,McKay Securities PLC,GBX,GB0005522007,0.1,London Stock Exchange,7:01 am to 3:30 pm
MCLS,McColl's Retail Group PLC,GBX,GB00BJ3VW957,20,London Stock Exchange,7:01 am to 3:30 pm
MCO,Moody's Corp,USD,US6153691059,0.005,NYSE,1:30 pm to 8:00 pm
